texto,sigla,nivel
24 - INSTANTANEA SOBREEXCITACAO (VOLTS HERTZ) E2,24I2,1
24 - INSTANTANEA SOBREEXCITACAO (VOLTS HERTZ) E2,24I2,2
24 - INSTANTANEA SOBREEXCITACAO (VOLTS HERTZ) E2,24I2,2
- (VOLTS INSTANTANEA 24 E2 SOBREEXCITACAO HERTZ) 01Q0 - TRIP,24I2,3
(VOLTS - HERTZ) SOBREEXCITACAO INSTANTANEA 24 E2 01F1 - BLOQUEIO,24I2,3
HERTZ) INSTANTANEA (VOLTS 24 E2 SOBREEXCITACAO - - FECHHADO,24I2,4
SOBREEXCITACAO HERTZ) (VOLTS 52-2 POS .REMOTO (24),24I2,4
SOBEEXCITACAO 52-2 BLOQUEIO HERTZ) (VOLTS E2 43TC -,24I2,5
43TC INSTANTANEA SOBREEXCITACA O- BLOQUEIO - HETZ) E2 52-1,24I2,5
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ),24T,1
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ),24T,1
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ),24T,2
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ),24T,2
TEMPORIZADA (VOLTS HERTZ) SOBREEXCITACAO 24 - 01F1 - POS. REMOTO,24T,3
24 HERTZ) - SOBREEXCITACAO TEMPORIZADA (VOLTS 43TC - BLOQUEIO,24T,3
HERTZ) - (VOLTS SOBREEXCITACAO 24 52-11,24T,4
SOBREEXCITACAO HETRZ) 24 - IED - BLOQUEIO,24T,4
REMOTO POS. 01Q0 SOBBREEXCITACAO 52-2 - TEMPROIZADA HERTZ) -,24T,5
- 01Q0 TRIP 01Q0 2,24T,5
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E1,24T1,1
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E1,24T1,1
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E1,24T1,2
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E1,24T1,2
24 SOBREEXCITACAO E1 (VOLTS TEMPORIZADA - HERTZ) 52-1 - TRIP,24T1,3
HERTZ) - TEMPORIZADA SOBREEXCITACAO E1 (VOLTS 24 52-2 - POS. REMOTO,24T1,3
HERTZ) - 24 E1 TEMPORIZADA SOBREEXCITACAO (VOLTS - BOLQUEIO,24T1,4
SOBREEXCITACAO TEMPORIZADA (VOLTS 24 HERTZ) - 52-2 - BLQUEIO,24T1,4
TRIP 52-2 - - SBOREEXCITACAO ERTZ) (VOLTS,24T1,5
(VOLTS - TEMPORIZADA - E1 HERTZ) REMOOTO 52-1 43TC,24T1,5
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E2,24T2,1
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E2,24T2,1
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E2,24T2,2
24 - TEMPORIZADA SOBREEXCITACAO (VOLTS HERTZ) E2,24T2,2
(VOLTS TEMPORIZADA 24 - SOBREEXCITACAO E2 HERTZ) 01F1 - BLOQUEIO,24T2,3
TEMPORIZADA - (VOLTS SOBREEXCITACAO HERTZ) 24 E2 52-2 - TRIP,24T2,3
TEMPORIZADA E2 HERTZ) (VOLTS IED0 1F1 ABERTO (24),24T2,4
V(OLTS HERTZ) SOBREEXCITACAO ABERTO (24),24T2,4
(24) 01F1 TEMPOIRZAD 01Q0 AE2 (VOLTS,24T2,5
HERTZ) E2 (OVLTS SOBREEXCITACAO 24 TEMPORIZADA 52-2,24T2,5
24 - TRIP SOBREEXCITACAO (VOLTS HERTZ),24,1
24 - TRIP SOBREEXCITACAO (VOLTS HERTZ),24,1
24 - TRIP SOBREEXCITACAO (VOLTS HERTZ),24,2
24 - TRIP SOBREEXCITACAO (VOLTS HERTZ),24,2
(VOLTS 24 TRIP HERTZ) - SOBREEXCITACAO 43TC - ABERTO,24,3
24 HERTZ) (VOLTS SOBREEXCITACAO TRIP - 01F1 - FECHADO,24,3
(VOLTS SOBREEXCITACAO HERTZ)) ABERTO (24),24,4
HERTZ) - OBREEXCITACAO (VOLTS 24 TRIP - ABERTO,24,4
TRIP (24) 52-1 SOBREEXCITACAAO RIP,24,5
01Q0 HETZ) - SOBREEXCITACAO FECHAD - 01F1,24,5
25 - FALHA SINCRONISMO,25ER,1
25 - FALHA SINCRONISMO,25ER,1
25 - FALHA SINCRONISMO,25ER,2
25 - FALHA SINCRONISMO,25ER,2
25 - FALHA SINCRONISMO 43TC - POS. REMOTO,25ER,3
- FALHA SINCRONISMO 25 01F1 - BLOQUEIO,25ER,3
- SINCRONISMO FALHA 43C - FECHADO,25ER,4
SINCRONISMO FALHA - 52- 1- POS. REMOTO,25ER,4
25 - REMOTO 01Q0 SIINCORNISMO,25ER,5
52-1 1- 01F POS. REMOTO SINCRONNISMO,25ER,5
25 - FALTA VCA RELE SINCRONISMO,25CA,1
25 - FALTA VCA RELE SINCRONISMO,25CA,1
25 - FALTA VCA RELE SINCRONISMO,25CA,2
25 - FALTA VCA RELE SINCRONISMO,25CA,2
- FALTA 25 VCA RELE SINCRONISMO 01Q0 - ABERTO,25CA,3
RELE 25 - FALTA VCA SINCRONISMO 01Q0 - ABERTO,25CA,3
RELE - SINCRONISMO FALTA2 5 52-2 - FECHADO,25CA,4
VCA 25 - SINRONISMO RELE FALTA - FECHADO,25CA,4
01Q0 01Q0 -- TRIP VCA2 FALTA RELE,25CA,5
VCA FALTA 52-2 ECHADO 52-2 (2),25CA,5
25 - FUNCAO SINCRONISMO,25IE,1
25 - FUNCAO SINCRONISMO,25IE,1
25 - FUNCAO SINCRONISMO,25IE,2
25 - FUNCAO SINCRONISMO,25IE,2
SINCRONISMO FUNCAO - 25 01F1 - POS. REMOTO,25IE,3
25 SINCRONISMO FUNCAO - 43TC - BLOQUEIO,25IE,3
SINCRONISMO FUNCAO - 25 52-1 POS.,25IE,4
FUNCAO AABERTO (25),25IE,4
IED (25) 01F1 01F1 FUCAO BLOQUEIO,25IE,5
BBLOQUEIO SINCRRONISMO 52-2 FUNCAO -,25IE,5
25 - FUNCAO SINCRONISMO,25IE,1
25 - FUNCAO SINCRONISMO,25IE,1
25 - FUNCAO SINCRONISMO,25IE,2
25 - FUNCAO SINCRONISMO,25IE,2
SINCRONISMO FUNCAO - 25 01F1 - POS. REMOTO,25IE,3
25 SINCRONISMO FUNCAO - 43TC - BLOQUEIO,25IE,3
SINCRONISMO FUNCAO - 25 52-1 POS.,25IE,4
FUNCAO AABERTO (25),25IE,4
IED (25) 01F1 01F1 FUCAO BLOQUEIO,25IE,5
BBLOQUEIO SINCRRONISMO 52-2 FUNCAO -,25IE,5
25 - RELE 25 AUTOMATICO MANUAL,25AM,1
25 - RELE 25 AUTOMATICO MANUAL,25AM,1
25 - RELE 25 AUTOMATICO MANUAL,25AM,2
25 - RELE 25 AUTOMATICO MANUAL,25AM,2
RELE - AUTOMATICO MANUAL 25 25 01F1 - TRIP,25AM,3
RELE - AUTOMATICO 25 25 MANUAL 52-1 - ABERTO,25AM,3
AUTOMATIICO - MANUAL 25 25 RELE 52-2 - POS.,25AM,4
RELE 25 - AUTOMATTICO MANUAL - FECHADO,25AM,4
(5) RELE IED MAUAL 43TC,25AM,5
01F1 FECHADO MAUNAL E52-2 - 25 -,25AM,5
25 - CHAVE LOCAL REMOTO RELE 25,25LR,1
25 - CHAVE LOCAL REMOTO RELE 25,25LR,1
25 - CHAVE LOCAL REMOTO RELE 25,25LR,2
25 - CHAVE LOCAL REMOTO RELE 25,25LR,2
25 - CHAVE LOCAL RELE 25 REMOTO 01Q0 - FECHADO,25LR,3
LOCAL 25 - REMOTO RELE CHAVE 25 43TC - ABERTO,25LR,3
CHAAVE REMOTO - 25 LOCAL 52-2 ABERTO,25LR,4
CHAVE 25 - RELE REMOTO LOCAL 52-1 -TRIP,25LR,4
- 52-2 52-1 25 REMTO TRIP 25-,25LR,5
RELE2 52-2 HAVE (25) 5C 52-1,25LR,5
25 - SINCRONISMO FONTE/CARGA,25OK,1
25 - SINCRONISMO FONTE/CARGA,25OK,1
25 - SINCRONISMO FONTE/CARGA,25OK,2
25 - SINCRONISMO FONTE/CARGA,25OK,2
FONTE/CARGA - SINCRONISMO 25 52-1 - ABERTO,25OK,3
25 SINCRONISMO FONTE/CARGA - 01Q0 - POS. REMOTO,25OK,3
SINCRONISMO FOTNE/CARGA 01Q0 (25),25OK,4
SINCRONISMO FONTE/CARGA - 25 52-2 -REMOTO,25OK,4
01F1 25 FONTEC/ARGAA - 52-2 IED,25OK,5
- FECHAD FONTE/CARGA - 43TC,25OK,5
25 - TRIP DIFERENCA DE ANGULO,25AT,1
25 - TRIP DIFERENCA DE ANGULO,25AT,1
25 - TRIP DIFERENCA DE ANGULO,25AT,2
25 - TRIP DIFERENCA DE ANGULO,25AT,2
DE - DIFERENCA TRIP 25 ANGULO 52-2 - TRIP,25AT,3
TRIP DIFERENCA - DE 25 ANGULO IED 01F1 - BLOQUEIO,25AT,3
- DE 255 ANGULO TRIP 43TC -,25AT,4
DE DIEFRENCA ANGULO TRIP - - TRIP,25AT,4
-- 52-2 DE 01F1 FECADO ANGULO,25AT,5
01Q0 - OS. 25 43TC DIFERENA,25AT,5
25 - TRIP DIFERENCA FREQUENCIA,25FT,1
25 - TRIP DIFERENCA FREQUENCIA,25FT,1
25 - TRIP DIFERENCA FREQUENCIA,25FT,2
25 - TRIP DIFERENCA FREQUENCIA,25FT,2
25 DIFERENCA FREQUENCIA - TRIP IED 01F1 - POS. REMOTO,25FT,3
25 FREQUENCIA DIFERENCA - TRIP IED 01F1 - POS. REMOTO,25FT,3
TRIP IED ABBERTO (25),25FT,4
TRIP DIFERENCA FREQUENCIA 01Q0 - FECHADOO,25FT,4
52-1 FRREQUENCIA RTIP 43TC - FECHADO -,25FT,5
DIFERENCA - 01F1 FREQUENCI IED POS. 10F1 ATRIP,25FT,5
25 - TRIP DIFERENCA TENSAO,25VT,1
25 - TRIP DIFERENCA TENSAO,25VT,1
25 - TRIP DIFERENCA TENS,25VT,2
25 - TRIP DIFERENCA TENS,25VT,2
25 TRIP TENS DIFERENCA - IED 01F1 - ABERTO,25VT,3
TENS TRIP DIFERENCA 25 - 01F1 - POS. REMOTO,25VT,3
TENS TRIP - DIFERENC A52-2 - BLOQUEIO,25VT,4
DIFERENCA TENS TRIP 5 52-1 - TRIP,25VT,4
ENS IED 43TC (25) TRIPT,25VT,5
01Q0 TENS - TRIP 25 52-2,25VT,5
25 - TRIP SINCRONISMO,25_T,1
25 - TRIP SINCRONISMO,25_T,1
25 - TRIP SINCRONISMO,25_T,2
25 - TRIP SINCRONISMO,25_T,2
TRIP SINCRONISMO - 25 43TC - POS. REMOTO,25_T,3
- SINCRONISMO 25 TRIP 01F1 - ABERTO,25_T,3
TRIP SINCRONISMO 01Q0 POS.REMOTO (25),25_T,4
- SINCRONISMO 25 TTRIP 52-1 ABERTO,25_T,4
25 ABERTO - TRIP 5-22,25_T,5
01F1 - IED POS. TRIP SINCCRONISMO,25_T,5
26 - ALARME TEMPERATURA OLEO,TOA,1
26 - ALARME TEMPERATURA OLEO,TOA,1
26 - ALARME TEMP OLEO,TOA,2
26 - ALARME TEMPERATURA OLEO,TOA,2
ALARME TEMP - 26 OLEO 52-1 - BLOQUEIO,TOA,3
OLEO - ALARME TEMP 26 52-1 - ABERTO,TOA,3
TEMP OLEO ALARME 26 - IED 011F1 BLOQUEIO,TOA,4
OLEOTEMP 01F1 BLOQUEIO (26),TOA,4
OLEO 43TTC REMOTO TEMP ALARM 01F1 E26,TOA,5
REMOTO OLEEO - IE 52-2 - POS.,TOA,5
26 - ALARME TEMPERATURA OLEO CDC,TOC,1
26 - ALARME TEMPERATURA OLEO CDC,TOC,1
26 - ALARME TEMP OLEO CDC,TOC,2
26 - ALARME TEMP OLEO CDC,TOC,2
TEMP 26 ALARME CDC - OLEO 01Q0 - POS. REMOTO,TOC,3
TEMP ALARME CDC 26 OLEO - 01F1 - POS. REMOTO,TOC,3
OLEEO ALARME CDC - 26 52-1 - ABERTO,TOC,4
TEMP - ALARME 26 OLEO0 1F1 -,TOC,4
26 ALARME - 01F1 52-2 REMOOTO -P IED OLEO OS.,TOC,5
52-1 - IIED TEMP CDC 0F1 ALARME,TOC,5
26 - TRIP TEMPERATURA OLEO,TOD,1
26 - TRIP TEMPERATURA OLEO,TOD,1
26 - TRIP TEMP OLEO,TOD,2
26 - TRIP TEMP OLEO,TOD,2
TRIP OLEO - TEMP 26 01Q0 - BLOQUEIO,TOD,3
- 26 OLEO TRIP TEMPERATURA 52-2 - ABERTO,TOD,3
TRIP TEMPRATURA - OLEO 01F1 - BLOQUEIO,TOD,4
TEMP 01Q0 BLOQUEIO (2),TOD,4
POS. 01F1 6 IED - TRIP REMOTO 43TC OELO,TOD,5
TRIP TTEMP 52-1 (26) 25-2,TOD,5
26 49 - ALARME TEMPERATURA,TOEA,1
26 49 - ALARME TEMPERATURA,TOEA,1
26 49 - ALARME TEMP,TOEA,2
26 49 - ALARME TEMP,TOEA,2
26 TEMP ALARME 49 - IED 01F1 - TRIP,TOEA,3
- 26 TEMP 49 ALARME 43TC - FECHADO,TOEA,3
TEMP 26 ALARME 49 IED 01F1 - OPS. REMOTO,TOEA,4
ALARME TEMP 26 IED - ABERO,TOEA,4
(26) 01F1 AERTO 01F1 49,TOEA,5
01Q0 ALARME -BLOQUEIO 0Q0 26,TOEA,5
26 49 - FUNCAO TEMPERATURA,2649,1
26 49 - FUNCAO TEMPERATURA,2649,1
26 49 - FUNCAO TEMPERATURA,2649,2
26 49 - FUNCAO TEMP,2649,2
- TEMP 26 FUNCAO 49 01F1 - FECHADO,2649,3
TEMPERATURA FUNCAO 26 - 49 43TC - ABERTO,2649,3
- 49 TEMP FUNCAO 01F1 - POS. REMOTO,2649,4
FUNAO 26 IED 01F1 TRIP (49),2649,4
(62) ABERTO TEMP 52-1,2649,5
26 IED 01Q0 FUNNCAO - TEMPERATURAA,2649,5
26 49 - FUNCAO TEMPERATURA,2649,1
26 49 - FUNCAO TEMPERATURA,2649,1
26 49 - FUNCAO TEMPERATURA,2649,2
26 49 - FUNCAO TEMP,2649,2
- TEMP 26 FUNCAO 49 01F1 - FECHADO,2649,3
TEMPERATURA FUNCAO 26 - 49 43TC - ABERTO,2649,3
- 49 TEMP FUNCAO 01F1 - POS. REMOTO,2649,4
FUNAO 26 IED 01F1 TRIP (49),2649,4
(62) ABERTO TEMP 52-1,2649,5
26 IED 01Q0 FUNNCAO - TEMPERATURAA,2649,5
26 49 - TRIP TEMPERATURA,TOED,1
26 49 - TRIP TEMPERATURA,TOED,1
26 49 - TRIP TEMPERATURA,TOED,2
26 49 - TRIP TEMP,TOED,2
- 26 TRIP TEMP 49 01F1 - FECHADO,TOED,3
49 TEMP - 26 TRIP 43TC - ABERTO,TOED,3
- 26 TRIP TEMP 01F1- ABERTO,TOED,4
TRIP TEMP 26 IED 01F1 POS. REMOTO (49),TOED,4
01Q0 52-1 TRIP -- TEMP-,TOED,5
01Q0 43TC 49 TRIP (26),TOED,5
27 - BLOQUEIO SUBTENSAO,27BL,1
27 - BLOQUEIO SUBTENSAO,27BL,1
27 - BLOQ SUBTENSAO,27BL,2
27 - BLOQ SUBTENSAO,27BL,2
27 BLOQUEIO - SUBTENSAO 52-2 - ABERTO,27BL,3
BLOQUEIO SUBTENSAO 27 - 01F1 - BLOQUEIO,27BL,3
- 27 SSUBTENSAO 01Q0 FECHADO,27BL,4
IED 01F1 FECHADOO (27),27BL,4
FECHADO 01Q0 - BLOQ -,27BL,5
BLOQ 01F1 SUBTNESO - BLOQUEIO IED,27BL,5
27 - FUNCAO SUBTENSAO,27,1
27 - FUNCAO SUBTENSAO,27,1
27 - FUNCAO SUBTENSAO,27,2
27 - FUNCAO SUBTENSAO,27,2
FUNCAO - 27 SUBTENSAO 01F1 - ABERTO,27,3
27 FUNCAO - SUBTENSAO IED 01F1 - ABERTO,27,3
SUBTENASO - FUNCAO 27 52-2 BLOQUEIO,27,4
FUNCAO 27 SUBTENSAO IED 1F1 ABERTO,27,4
ABERTO 27 52-1 - 0Q10,27,5
(27) 01F1 FUNCAO USBTNESAO,27,5
27 - FUNCAO SUBTENSAO,27,1
27 - FUNCAO SUBTENSAO,27,1
27 - FUNCAO SUBTENSAO,27,2
27 - FUNCAO SUBTENSAO,27,2
FUNCAO - 27 SUBTENSAO 01F1 - ABERTO,27,3
27 FUNCAO - SUBTENSAO IED 01F1 - ABERTO,27,3
SUBTENASO - FUNCAO 27 52-2 BLOQUEIO,27,4
FUNCAO 27 SUBTENSAO IED 1F1 ABERTO,27,4
ABERTO 27 52-1 - 0Q10,27,5
(27) 01F1 FUNCAO USBTNESAO,27,5
27 - SUBTENSAO BARRA,27BR,1
27 - SUBTENSAO BARRA,27BR,1
27 - SUBTENSAO BARRA,27BR,2
27 - SUBTENSAO BARRA,27BR,2
27 - BARRA SUBTENSAO 01Q0 - ABERTO,27BR,3
SUBTENSAO BARRA - 27 43TC - BLOQUEIO,27BR,3
BARRA - UBTENSAO - POS. REMOTO,27BR,4
IED 01F1 LOQUEIO (27),27BR,4
- BARRA 52-1 SUBTESNNAO 52-1,27BR,5
TRIP - 01Q0 522-1 - 7,27BR,5
27 - BLOQUEIO SUBTENSAO CDC,27CD,1
27 - BLOQUEIO SUBTENSAO CDC,27CD,1
27 - BLOQ SUBTENSAO CDC,27CD,2
27 - BLOQ SUBTENSAO CDC,27CD,2
CDC SUBTENSAO 27 BLOQ - 43TC - FECHADO,27CD,3
- 27 CDC BLOQ SUBTENSAO 52-1 - ABERTO,27CD,3
CDC BLOQ SUBTNESAO 01F1 - BLOQUEIO,27CD,4
SUBTEENSAO BLOQ - CDC - TRIP,27CD,4
-- 01F1 CDC 43TC SUBTENSAO BLOQ,27CD,5
BLOQ BLOQUEIO 2 - 5-21,27CD,5
27 - SUBTENSAO E1,27E1,1
27 - SUBTENSAO E1,27E1,1
27 - SUBTENSAO E1,27E1,2
27 - SUBTENSAO E1,27E1,2
E1 SUBTENSAO - 27 IED 01F1 - POS. REMOTO,27E1,3
E1 SUBTENSAO 27 - 01F1 - FECHADO,27E1,3
E1 SUBBTENSAO 27 43TC BLOQUEIO,27E1,4
01F1 TRRIP (27),27E1,4
01F1 REMOTO 01F1 SUBTEEENSAO E1 - IED IED,27E1,5
E1 ABERTO O- 01Q0 SUBTENSAA,27E1,5
27 - SUBTENSAO E2,27E2,1
27 - SUBTENSAO E2,27E2,1
27 - SUBTENSAO E2,27E2,2
27 - SUBTENSAO E2,27E2,2
SUBTENSAO 27 E2 - IED 01F1 - POS. REMOTO,27E2,3
- SUBTENSAO 27 E2 01F1 - ABERTO,27E2,3
E2 SUBTENSAO 27 - BLOOQUEIO,27E2,4
E2 SUBTENSOA 27 - 52-1 POS.,27E2,4
2FECHADO SUBTENSAO IIED 01F1 (27),27E2,5
27- BLOQEIO - 43TC,27E2,5
27 - SUBTENSAO FASE AB,27AB,1
27 - SUBTENSAO FASE AB,27AB,1
27 - SUBTENSAO FASE AB,27AB,2
27 - SUBTENSAO FASE AB,27AB,2
FASE 27 AB SUBTENSAO - 01Q0 - TRIP,27AB,3
FASE - SUBTENSAO 27 AB 01F1 - BLOQUEIO,27AB,3
AB SUBTENSAO FASE 5-22 POS. REMOTO (27),27AB,4
SUBTENSAO -F ASE AB - BLOQUEIO,27AB,4
TRIP 43TC FASE ABB 27 SUBTENSAO 01FF1,27AB,5
AB 010Q TRIP 43TC 27 SUBTENSAO,27AB,5
27 - SUBTENSAO FASE AC,27AC,1
27 - SUBTENSAO FASE AC,27AC,1
27 - SUBTENSAO FASE AC,27AC,2
27 - SUBTENSAO FASE AC,27AC,2
AC SUBTENSAO FASE 27 - 01Q0 - ABERTO,27AC,3
SUBTENSAO 27 - AC FASE 52-1 - FECHADO,27AC,3
- AC 52-1 -POS. REMOTO,27AC,4
FASE - SUBTENSAO 52-2 - ABBERTO,27AC,4
- ASE FECHADO 52-1 SUBTENSAO ACF,27AC,5
01Q0 SUBTENAOO - 52-2 27 FASE,27AC,5
27 - SUBTENSAO FASE BC,27BC,1
27 - SUBTENSAO FASE BC,27BC,1
27 - SUBTENSAO FASE BC,27BC,2
27 - SUBTENSAO FASE BC,27BC,2
SUBTENSAO - 27 FASE BC 52-2 - TRIP,27BC,3
BC 27 SUBTENSAO - FASE 52-2 - POS. REMOTO,27BC,3
SUBTENSAO 52-2 TIP (27),27BC,4
FASE SUBTNSAO BC 01F1 (27),27BC,4
01Q0LBOQUEIO 27 BC - 43TC,27BC,5
- 01F1 - POS. 52-22 2 7SUBTENSAO,27BC,5
27 - SUBTENSAO LINHA,27LT,1
27 - SUBTENSAO LINHA,27LT,1
27 - SUBTENSAO LINHA,27LT,2
27 - SUBTENSAO LINHA,27LT,2
LINHA - 27 SUBTENSAO 52-2 - ABERTO,27LT,3
LINHA SUBTENSAO - 27 01F1 - POS. REMOTO,27LT,3
SUBTENSAO - LINHA 01Q0 - BLOQUEIO,27LT,4
- SUBTENSAO LINHA 52-2 - BLOQUEIO,27LT,4
SUBTENSAO LNHA 27 52-243TC,27LT,5
IED 2(7) OS. 01F1 REMOTO,27LT,5
27 - SUBTENSAO TP,27TP,1
27 - SUBTENSAO TP,27TP,1
27 - SUBTENSAO TP,27TP,2
27 - SUBTENSAO TP,27TP,2
TP 27 - SUBTENSAO 01F1 - TRIP,27TP,3
SUBTENSAO TP 27 - IED 01F1 - POS. REMOTO,27TP,3
SUBTENSAO TP 27 - - ABETRO,27TP,4
- TP SUBTENSAO 0F1 TRIP,27TP,4
ABBERTO (27) SUBTENSAO 52-2,27TP,5
UBTENSAO 43TC REMOTO POS. -,27TP,5
27 - SUBTENSAO VCA,27CA,1
27 - SUBTENSAO VCA,27CA,1
27 - SUBTENSAO VCA,27CA,2
27 - SUBTENSAO VCA,27CA,2
SUBTENSAO - 27 VCA 52-1 - ABERTO,27CA,3
SUBTENSAO - VCA 27 43TC - POS. REMOTO,27CA,3
VCA SUBTENSAO 52-2 POS (27),27CA,4
VCA SUBTTENSAO - 27 52-1 -,27CA,4
POS. 01F1 52-1 ERMOTO VCA IED,27CA,5
IED VAC 27 - 01F11 SUBTENSAO,27CA,5
27 - SUBTENSAO VCC,27CC,1
27 - SUBTENSAO VCC,27CC,1
27 - SUBTENSAO VCC,27CC,2
27 - SUBTENSAO VCC,27CC,2
27 - SUBTENSAO VCC IED 01F1 - FECHADO,27CC,3
- SUBTENSAO 27 VCC 52-2 - BLOQUEIO,27CC,3
VCC SUTBENSAO - IED 01F1 - FECHADO,27CC,4
- 27 VCC SUBTENASO 01Q0 - POS.,27CC,4
011Q0 52-1 - VCC POS. REMOTO,27CC,5
27 011Q0 43TC SUBTENSAO BBLOQUEIO,27CC,5
27 - TRIP SUBTENSAO,27_T,1
27 - TRIP SUBTENSAO,27_T,1
27 - TRIP SUBTENSAO,27_T,2
27 - TRIP SUBTENSAO,27_T,2
TRIP - 27 SUBTENSAO 52-2 - ABERTO,27_T,3
27 SUBTENSAO - TRIP 52-2 - BLOQUEIO,27_T,3
- SUBTENSAO TRIP 27 - TRRIP,27_T,4
- SUBTENSAO TRIP 43TC - ABETRO,27_T,4
- BERTO TRIP27 52-2,27_T,5
- - 52--2 34TC 27,27_T,5
27 59 - SUBTENSAO OU SOBRETENSAO,2759,1
27 59 - SUBTENSAO OU SOBRETENSAO,2759,1
27 59 - SUBTENSAO OU SOBRETENSAO,2759,2
27 59 - SUBTENSAO OU SOBRETENSAO,2759,2
SOBRETENSAO 27 59 SUBTENSAO - OU IED 01F1 - TRIP,2759,3
27 59 - SOBRETENSAO OU SUBTENSAO 01Q0 - ABERTO,2759,3
SUBTENSAO OU - 59 IED 01F1 - REMOTO,2759,4
- OUSOBRETENSAO 59 27 52-1 - POS. REMOTO,2759,4
27 - SUBTENNSSAO OU SOBRETENSAO BLOQUEIO 52-2 52-1,2759,5
SUBTENSAO FECHADO 27 SOBRETENSAA - 43TC,2759,5
32 - DIRECIONAL DE POTENCIA,32,1
32 - DIRECIONAL DE POTENCIA,32,1
32 - DIRECIONAL DE POTENCIA,32,2
32 - DIRECIONAL DE POTENCIA,32,2
DIRECIONAL - 32 DE POTENCIA 01F1 - POS. REMOTO,32,3
POTENCIA DIRECIONAL - 32 DE 52-1 - ABERTO,32,3
DIRECIONAL 32 POTENCIA DE 52-1- FECHADO,32,4
DIRECIOANL POTENCIA 32 DE IED 01F1 BLOQUEIO,32,4
((32) DIRECIONAL 43TC POTENCIA 01F1 TRIP,32,5
DIREECIONAL DE - 01Q0 POTENCIA,32,5
43 - CHAVE AUTOMATICO MANUAL,43AM,1
43 - CHAVE AUTOMATICO MANUAL,43AM,1
43 - CHAVE AUTOMATICO MANUAL,43AM,2
43 - CHAVE AUTOMATICO MANUAL,43AM,2
AUTOMATICO MANUAL - CHAVE 43 43TC - FECHADO,43AM,3
MANUAL CHAVE 43 - AUTOMATICO 43TC - POS. REMOTO,43AM,3
CHAVE MANUAL AUUTOMATICO TRIP (43),43AM,4
AUTOMATICO MANUAL - 43 CHAVE IDE 01F1 -,43AM,4
52- CHAVE ABERTO AUTOMATICO -,43AM,5
FECHADO 52- - AUOMATICO 52-1 CHAVE,43AM,5
43 - CHAVE LOCAL REMOTO,43LR,1
43 - CHAVE LOCAL REMOTO,43LR,1
43 - CHAVE LOCAL REMOTO,43LR,2
43 - CHAVE LOCAL REMOTO,43LR,2
- REMOTO CHAVE 43 LOCAL 43TC - FECHADO,43LR,3
LOCAL - 43 CHAVE REMOTO 52-1 - FECHADO,43LR,3
- REMOTO LOCAL CHAVE - ABEROT,43LR,4
CAHVE - LOCAL REMOTO 01Q0 - ABERTO,43LR,4
- 01F1 433 IED LOCAL ABERTO 52-2,43LR,5
(43) ABERT 01F1 IED REOMTO 01F1,43LR,5
43 - CHAVE LOCAL REMOTO COMUTADOR,RLCD,1
43 - CHAVE LOCAL REMOTO COMUTADOR,RLCD,1
43 - CHAVE LOCAL REMOTO COMUTADOR,RLCD,2
43 - CHAVE LOCAL REMOTO COMUTADOR,RLCD,2
LOCAL REMOTO COMUTADOR - CHAVE 43 01F1 - TRIP,RLCD,3
- LOCAL REMOTO 43 CHAVE COMUTADOR 01F1 - BLOQUEIO,RLCD,3
- 43 COUTADOR CHAVE LOCAL POS. REMOTO,RLCD,4
COMUTADOR REMOTO LOCAL - IED 011 - TRIP,RLCD,4
CHAVE - 01Q0 43TCC LCAL 43,RLCD,5
43 OCHAVE LOACL 01F1 - REMOT 52-2,RLCD,5
43 - CHAVE LOCAL REMOTO RELE 90,90LR,1
43 - CHAVE LOCAL REMOTO RELE 90,90LR,1
43 - CHAVE LOCAL REMOTO RELE 90,90LR,2
43 - CHAVE LOCAL REMOTO RELE 90,90LR,2
REMOTO RELE 90 CHAVE 43 LOCAL - 52-1 - BLOQUEIO,90LR,3
RELE - REMOTO CHAVE 90 LOCAL 43 01F1 - FECHADO,90LR,3
REMOTO CHAVE LOCAL - 90 RELE 521- -,90LR,4
REMOTO LOCCAL 43 43TC FECHADO (90),90LR,4
REMOTO HCAVE 01Q0 439 BLOQUEIO - 01Q0 - 0,90LR,5
RELE 90 REMOTO - 52-2 REMOTO 2-2 HAVE POS.,90LR,5
43 - CHAVE LOCAL REMOTO RELE PARALELISMO,PLLR,1
43 - CHAVE LOCAL REMOTO RELE PARALELISMO,PLLR,1
43 - CHAVE LOCAL REMOTO RELE PARALELISMO,PLLR,2
43 - CHAVE LOCAL REMOTO RELE PARALELISMO,PLLR,2
RELE REMOTO 43 PARALELISMO CHAVE LOCAL - IED 01F1 - ABERTO,PLLR,3
